"ADDRESS","BOROUGH","BIN","CD","CATEGORY","SUBCATEGORIES","JOB NUMBERS"
"55 GANSEVOORT STREET","Manhattan","1012196","102","Approved Work","Essential Business","122816863"
"55 LIBERTY STREET","MANHATTAN","1001084","101","Approved Work","Emergency Construction; Single Worker Limit","123493898; 123869849"
"55 WALL STREET","Manhattan","1000827","101","Approved Work","Essential Facility","122890540"
"55 WATER STREET","Manhattan","1083346","101","Approved Work","Emergency Construction; Essential Facility; Essential Business","123573392; M00304234; M00304255; 123775432"
"55 WEST 125 STREET","MANHATTAN","1053499","110","Approved Work","Essential Business","123868680"
"55 WEST 47 STREET","Manhattan","1034472","105","Approved Work","Essential Business","123819029"
"550 FIFTH AVENUE","Manhattan","1083858","105","Approved Work","Single Worker Limit","121582858"
"550 MADISON AVENUE","Manhattan","1035769","105","Approved Work","Essential Business","121204507; M00122797"
"550 WASHINGTON STREET","Manhattan","1010356","102","Approved Work","Emergency Construction; Essential Facility","123156057; 123803170; 123810457; 123832870; 140874025; 140889796; M00179009"
"550 WEST 148 STREET","MANHATTAN","1062002","109","Approved Work","Essential Facility; Affordable Housing","123742735"
"550 WEST 149TH STREET","Manhattan","1062075","109","Approved Work","Single Worker Limit","123557418"
"550 WEST 162ND STREET","Manhattan","1062859","112","Approved Work","Essential Facility; Affordable Housing","123555955"
"550 WEST 34TH STREET","Manhattan","1089412","104","Approved Work","Emergency Construction","123739197"
"551 MADISON AVENUE","Manhattan","1035770","105","Approved Work","Essential Facility","123691166"
"551 W 149TH STREET","Manhattan","1062082","109","Approved Work","Emergency Construction","140894833; 140894842; 140897714"
"551 WEST 190 STREET","MANHATTAN","1063880","112","Approved Work","Essential Facility","M00277312"
"552 WEST 188 STREET","MANHATTAN","1063810","112","Approved Work","Electrical","M00343017"
"554 8TH AVENUE","Manhattan","1014469","105","Approved Work","Emergency Construction","M00333406"
"554 FIFTH AVENUE","Manhattan","1034251","105","Approved Work","Essential Facility","123682381"
"555 6 AVENUE","MANHATTAN","1014560","104","Approved Work","Essential Facility; Essential Business","123830220; 123848943; 123878376; M00268172; M00331626; M00333515"
"555 MADISON AVENUE","Manhattan","1035775","105","Approved Work","Electrical","M00349155; M00349487"
"556 WEST 140 STREET","MANHATTAN","1061751","109","Approved Work","Electrical","M00343200"
"56 E 66 ST","Manhattan","1041141","108","Approved Work","Emergency Construction; Single Worker Limit; Electrical","122399289; M00342548"
"56 THOMAS STREET","MANHATTAN","1001618","101","Approved Work","Electrical","M00344311"
"56 W 125 STREET","Manhattan","1053478","110","Approved Work","Essential Facility; Affordable Housing","123519022"
"560 LENOX AVE","Manhattan","1083987","110","Approved Work","Essential Facility; Affordable Housing","123654571"
"560 WEST 163RD STREET","Manhattan","1062923","112","Approved Work","","123698944"
"564 WEST 182 STREET","Manhattan","1063645","112","Approved Work","Single Worker Limit","140837245"
"565 WEST 144TH STREET","Manhattan","1061896","109","Approved Work","Single Worker Limit","123475612"
"565 WEST 169TH STREET","Manhattan","1063014","112","Approved Work","Essential Facility","123774852"
"565 WEST 190 STREET","MANHATTAN","1063882","112","Approved Work","Essential Facility; Single Worker Limit","110070119; M00277240"
"568 BROADWAY","Manhattan","1007942","102","Approved Work","Electrical","M00345880"
"57 EAST 57TH STREET","Manhattan","1077862","105","Approved Work","Emergency Construction","123772756"
"57 WEST 75 STREET","MANHATTAN","1028743","107","Approved Work","Single Worker Limit","123778233; 123811054"
"57 WEST 93RD STREET","Manhattan","1031641","107","Approved Work","Essential Business","123840781"
"570 GRAND STREET","MANHATTAN","1083419","103","Approved Work","Essential Facility","123746893"
"570 LEXINGTON AVE","Manhattan","1036459","105","Approved Work","Essential Facility","123726548; M00334476"
"570 WEST 189TH STREET","Manhattan","1063820","112","Approved Work","Emergency Construction","140736773"
"574 WEST 192 STREET","MANHATTAN","1063867","112","Approved Work","Single Worker Limit","123572213; M00334094"
"575 FIFTH AVENUE","MANHATTAN","1035407","105","Approved Work","Essential Facility; Essential Business; Electrical","M00260121; 123791539; M00221491; M00221537; M00221578; M00319428; M00319462; M00319675; M00349096; M00340586"
"575 LEXINGTON AVENUE","MANHATTAN","1036461","106","Approved Work","Essential Business","123885082; M00320156"
"58 WEST 58 STREET","Manhattan","1035078","105","Approved Work","Essential Facility","123720893"
"580 FIFTH AVENUE","MANHATTAN","1034484","105","Approved Work","Emergency Construction; Essential Business; Electrical; LAA","M00313595; M00340684; M00341862"
"580 PARK AVENUE","MANHATTAN","1041036","108","Approved Work","Essential Facility","123735805"
"583 RIVERSIDE DRIVE","MANHATTAN","1059949","109","Approved Work","Emergency Construction","123880087; M00352826"
"584 BROADWAY","MANHATTAN","1079998","102","Approved Work","Electrical","M00343590"
"587 5TH AVENUE","Manhattan","1035428","105","Approved Work","Essential Facility","123664016"
"59 BLEECKER STREET","Manhattan","1008453","102","Approved Work","Emergency Construction","122809443"
"59 GREENWICH AVE","Manhattan","1010938","102","Approved Work","Essential Business","123162022; 140765152"
"59 WEST 73 STREET","Manhattan","1028689","107","Approved Work","Single Worker Limit","123902152; 140737610"
"590 3 AVENUE","MANHATTAN","1019145","106","Approved Work","Electrical","M00349984"
"590 MADISON AVENUE","MANHATTAN","1035778","105","Approved Work","Essential Facility; Essential Business","123739865; M00229287; M00229296; M00229303; M00296370; M00296382; M00296400; M00296473; M00296522; M00296538; M00300896; M00300920; M00300939; M00341591; M00341610; M00341618; 123773149"
"593 PARK AVENUE","MANHATTAN","1042124","108","Approved Work","Essential Business","123903954"
"595 MAIN STREET","Manhattan","1084707","108","Approved Work","Emergency Construction","M00348805; M00348900"
"599 LEXINGTON AVENUE","Manhattan","1036467","106","Approved Work","Essential Business","M00205323"
"6 EAST 45TH STREET","Manhattan","1035379","105","Approved Work","Essential Facility","123680150"
"6 WEST 57 STREET","MANHATTAN","1035054","105","Approved Work","Emergency Construction; Essential Facility","140808142"
"6 WEST 83 STREET","Manhattan","1031209","107","Approved Work","Single Worker Limit","110095771; 122856800; 122937386"
"60 BROAD STREET","MANHATTAN","1000817","101","Approved Work","Emergency Construction; Essential Facility; Essential Business; Electrical","M00292554; M00329670; 123570732; 123571143; 123695420; 123703117; 123841487; 140892700; M00217683; M00292433; M00292511; M00292533; M00329689; M00341308"
"60 CENTRE STREET","Manhattan","1085748","101","Approved Work","Emergency Construction","140904074"
"60 CHARLTON STREET","Manhattan","1009749","102","Approved Work","Essential Facility","123337004; 123442649; 123737242"
"60 EAST 42 STREET","MANHATTAN","1035335","105","Approved Work","Electrical","M00345058"
"60 GRAMERCY PARK NORTH","MANHATTAN","1017989","106","Approved Work","LAA","M00353170"
"60 HUDSON STREET","Manhattan","1001572","101","Approved Work","Essential Business","M00210569"
"60 NORFOLK STREET","MANHATTAN","1004155","103","Approved Work","Essential Facility; Affordable Housing","123883075"
"60 WALL STREET","MANHATTAN","1001004","101","Approved Work","Essential Business","123844126; M00263787; M00263807; M00296080"
"60 WEST 128 STREET","MANHATTAN","1053657","110","Approved Work","Essential Facility","140711059"
"60 WEST 142 STREET","MANHATTAN","1053939","110","Approved Work","Single Worker Limit; LAA","123848346; M00349386"
"60 WEST 15TH STREET","Manhattan","1015302","105","Approved Work","Single Worker Limit","123883556; M00229588; M00231890"
"60 WEST 23RD STREET","Manhattan","1086050","105","Approved Work","Essential Facility; Essential Business","M00300311; 122833522"
"600 BROADWAY","MANHATTAN","1007946","102","Approved Work","Electrical","M00340824"
"600 WEST  161 STREET","Manhattan","1063351","112","Approved Work","Single Worker Limit","123148557; M00253577"
"600 WEST 133 STREET","MANHATTAN","1059940","109","Approved Work","Emergency Construction","123544316"
"600 WEST 144 STREET","MANHATTAN","1062362","109","Approved Work","Essential Facility","140678345"
"600 WEST 157 ST","Manhattan","1063255","112","Approved Work","Emergency Construction","123448251"
"600 WEST 162 STREET","MANHATTAN","1063354","112","Approved Work","Essential Facility","140895565"
"600 WEST 181ST STREET","Manhattan","1063910","112","Approved Work","Essential Facility","123572669; M00337478; M00337498; M00337501"
"601 LEXINGTON AVENUE","Manhattan","1036474","106","Approved Work","Essential Facility; Essential Business","122835735; 123858815; M00291795; M00336516; M00206336; M00206358"
"601 WEST 110TH STREET","Manhattan","1057320","109","Approved Work","LAA","M00342346"
"601 WEST 112TH STREET","Manhattan","1057336","109","Approved Work","LAA","M00346656"
"601 WEST 139 STREET","MANHATTAN","1062310","109","Approved Work","Emergency Construction","M00335632"
"601 WEST 151 STREET","MANHATTAN","1062456","109","Approved Work","Emergency Construction","123698908"
"601 WEST 156 STREET","MANHATTAN","1063256","112","Approved Work","Emergency Construction","140707180"
"601 WEST 162 STREET","Manhattan","1063356","112","Approved Work","Essential Facility","140895556"
"601 WEST END AVENUE","Manhattan","1034048","107","Approved Work","LAA","M00354476"
"602 9TH AVENUE","Manhattan","1024957","104","Approved Work","Single Worker Limit","M00236702"
"604 WEST 162ND STREET","Manhattan","1063355","112","Approved Work","Electrical","M00343861"
"605 EAST 14TH STREET","Manhattan","1082771","106","Approved Work","Emergency Construction","123768011"
"605 PARK AVENUE","MANHATTAN","1042391","108","Approved Work","Single Worker Limit","123736412"
"605 THIRD AVENUE","Manhattan","1082153","106","Approved Work","Essential Business","123855532"
"605 WEST 170 STREET","MANHATTAN","1063474","112","Approved Work","Essential Facility","123690773"
"606 WEST 116 STREET","Manhattan","1057381","109","Approved Work","LAA","M00201573"
"606 WEST 57TH STREET","Manhattan","1090190","104","Approved Work","Essential Facility","140860860; M00208894; M00209041"
"607 WEST 47TH STREET","Manhattan","1027119","104","Approved Work","Emergency Construction; Electrical","121289300; M00344004"
"608 WEST 176 STREET","MANHATTAN","1063556","112","Approved Work","Essential Facility","M00234901"
"609 FIFTH AVENUE","MANHATTAN","1035448","105","Approved Work","Emergency Construction; Essential Facility","123237942; 123537716; M00306026"
"61 9 AVENUE","MANHATTAN","1090217","104","Approved Work","Essential Business","123784002; 123856979; M00259043; M00259292; M00260839; M00291231"
"61 EAST   77 STREET","Manhattan","1041824","108","Approved Work","Essential Facility","123809245"
"61 GOLD STREET","MANHATTAN","1001288","101","Approved Work","Electrical","M00341303"
"61 JANE STREET","Manhattan","1011645","102","Approved Work","Essential Facility","122181085"
"61 WEST 106 STREET","Manhattan","1055647","107","Approved Work","Single Worker Limit","140867916; 140887440; M00224103; M00323377"
"610 WEST 115 STREET","MANHATTAN","1057370","109","Approved Work","Emergency Construction","M00255056"
"610 WEST 116 STREET","MANHATTAN","1057382","109","Approved Work","Emergency Construction","M00255128"
"612 WEST 184 STREET","MANHATTAN","1063955","112","Approved Work","Emergency Construction","M00329867"
"615 10 AVE","Manhattan","1090444","104","Approved Work","Emergency Construction; Essential Facility; Essential Business","M00280495; 121190889; 123793298; M00264031; M00264122; M00265870; M00265911"
"615 WEST 150 STREET","MANHATTAN","1062448","109","Approved Work","Essential Facility; Affordable Housing","121187946"
"615 WEST 173RD ST.","Manhattan","1063520","112","Approved Work","Electrical","M00340407"
"617 WEST 143 STREET","Manhattan","1062359","109","Approved Work","Single Worker Limit","140892979"
"618 WEST 175 STREET","MANHATTAN","1063532","112","Approved Work","Electrical","M00340403"
"619 EAST 6 STREET","Manhattan","1004699","103","Approved Work","Emergency Construction; Single Worker Limit","122498243"
"62 GRAND STREET","MANHATTAN","1007074","102","Approved Work","Single Worker Limit","M00275922"
"62 WEST 128 STREET","MANHATTAN","1053658","110","Approved Work","Essential Facility","140711077"
"62 WEST 45TH STREET","Manhattan","1034237","105","Approved Work","Emergency Construction","123919484; M00322959; M00323658"
"62 WEST 62ND STREET","Manhattan","1084787","107","Approved Work","Emergency Construction; Electrical","123790086; M00338732; M00343722"
"620 8 AVENUE","MANHATTAN","1087186","105","Approved Work","Essential Business","123797230; 123857692; M00284768; M00284784; M00284792; M00289103; M00289116; M00289120; M00310797"
"620 WEST 170 STREET","MANHATTAN","1063393","112","Approved Work","Emergency Construction","M00227172"
"620 WEST 171 STREET","MANHATTAN","1063475","112","Approved Work","Essential Facility","123709987"
"621 WATER STREET","MANHATTAN","1078940","103","Approved Work","Electrical","M00343863"
"621 WEST 179 STREET","MANHATTAN","1063893","112","Approved Work","Electrical","M00340466"
"621 WEST 46TH STREET","Manhattan","1087616","104","Approved Work","Essential Facility","123527718"
"623 2 AVENUE","MANHATTAN","1020153","106","Approved Work","Single Worker Limit","M00313683"
"623 9TH AVE","Manhattan","1026414","104","Approved Work","Single Worker Limit; Electrical","123047096; M00343870"
"625 FIFTH AVENUE","Manhattan","1081150","105","Approved Work","Emergency Construction","123406117"
"625 WEST 55 STREET","MANHATTAN","1027157","104","Approved Work","Essential Business","M00287002"
"626 RIVERSIDE DRIVE","MANHATTAN","1062307","109","Approved Work","Electrical","M00345836"
"627 GREENWICH STREET","Manhattan","1080188","102","Approved Work","Emergency Construction","123847383"
